"","Crime.Type","Crime.Solved","Victim.Sex","Victim.Age","Victim.Race","Perpetrator.Sex","Perpetrator.Age","Perpetrator.Race","Relationship","Weapon"
"630035","Murder or Manslaughter","Yes","Male",16,"Black","Male",19,"Black","Acquaintance","Handgun"
"630036","Murder or Manslaughter","Yes","Female",25,"White","Male",43,"White","Girlfriend","Knife"
"630037","Murder or Manslaughter","Yes","Male",54,"White","Male",61,"White","Acquaintance","Handgun"
"630038","Murder or Manslaughter","No","Male",47,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630039","Murder or Manslaughter","No","Male",38,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630040","Murder or Manslaughter","Yes","Female",56,"White","Female",34,"White","Mother","Blunt Object"
"630041","Murder or Manslaughter","Yes","Male",17,"Black","Male",18,"Black","Family","Handgun"
"630042","Murder or Manslaughter","Yes","Female",50,"Black","Male",50,"Black","Girlfriend","Knife"
"630043","Murder or Manslaughter","No","Male",35,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630044","Murder or Manslaughter","No","Male",26,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630045","Murder or Manslaughter","No","Male",29,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630046","Murder or Manslaughter","Yes","Male",83,"Black","Male",61,"Black","Stranger","Handgun"
"630047","Murder or Manslaughter","Yes","Male",52,"White","Male",26,"White","Stranger","Handgun"
"630048","Murder or Manslaughter","Yes","Male",30,"Black","Male",40,"White","Stranger","Handgun"
"630049","Murder or Manslaughter","Yes","Male",35,"Black","Male",26,"Black","Acquaintance","Handgun"
"630050","Murder or Manslaughter","Yes","Male",26,"Black","Male",35,"Black","Acquaintance","Handgun"
"630051","Murder or Manslaughter","Yes","Male",16,"Black","Male",18,"Black","Acquaintance","Shotgun"
"630052","Murder or Manslaughter","No","Female",18,"Black","Unknown",0,"Unknown","Unknown","Rifle"
"630053","Murder or Manslaughter","Yes","Female",18,"Black","Male",19,"Black","Girlfriend","Handgun"
"630054","Murder or Manslaughter","Yes","Male",24,"Black","Male",25,"Black","Acquaintance","Handgun"
"630055","Murder or Manslaughter","Yes","Male",44,"White","Male",42,"White","Acquaintance","Shotgun"
"630056","Murder or Manslaughter","Yes","Male",55,"White","Male",19,"Black","Stranger","Handgun"
"630057","Murder or Manslaughter","Yes","Female",23,"White","Female",30,"White","Unknown","Knife"
"630058","Murder or Manslaughter","Yes","Male",49,"White","Male",15,"Black","Husband","Firearm"
"630059","Murder or Manslaughter","Yes","Male",26,"White","Male",25,"White","Unknown","Shotgun"
"630060","Murder or Manslaughter","Yes","Female",0,"Black","Female",20,"Black","Daughter","Blunt Object"
"630061","Murder or Manslaughter","Yes","Male",61,"White","Male",18,"White","Stranger","Handgun"
"630062","Murder or Manslaughter","Yes","Male",37,"Black","Male",23,"Black","Acquaintance","Handgun"
"630063","Manslaughter by Negligence","Yes","Female",3,"White","Female",27,"White","Daughter","Unknown"
"630064","Murder or Manslaughter","Yes","Male",47,"Black","Male",52,"Black","Stranger","Handgun"
"630065","Murder or Manslaughter","No","Female",92,"Black","Unknown",0,"Unknown","Unknown","Strangulation"
"630066","Murder or Manslaughter","No","Male",22,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630067","Murder or Manslaughter","Yes","Male",23,"Black","Male",23,"Black","Stranger","Handgun"
"630068","Murder or Manslaughter","Yes","Male",27,"Black","Male",25,"Black","Stranger","Handgun"
"630069","Manslaughter by Negligence","Yes","Male",15,"Black","Male",19,"Black","Friend","Handgun"
"630070","Murder or Manslaughter","No","Female",57,"Black","Unknown",0,"Unknown","Unknown","Gun"
"630071","Murder or Manslaughter","Yes","Female",56,"White","Male",56,"White","Wife","Handgun"
"630072","Murder or Manslaughter","Yes","Male",58,"Black","Female",51,"Black","Boyfriend","Handgun"
"630073","Murder or Manslaughter","Yes","Male",35,"Black","Male",39,"Black","Acquaintance","Handgun"
"630074","Murder or Manslaughter","Yes","Male",22,"Black","Male",22,"Black","Acquaintance","Handgun"
"630075","Murder or Manslaughter","Yes","Female",36,"Black","Male",39,"Black","Wife","Handgun"
"630076","Murder or Manslaughter","Yes","Male",30,"White","Male",25,"White","Husband","Firearm"
"630077","Murder or Manslaughter","Yes","Female",30,"White","Male",37,"Black","Girlfriend","Blunt Object"
"630078","Murder or Manslaughter","Yes","Female",48,"White","Male",27,"White","Acquaintance","Knife"
"630079","Murder or Manslaughter","No","Male",998,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630080","Murder or Manslaughter","Yes","Female",34,"Black","Male",17,"Black","Husband","Firearm"
"630081","Murder or Manslaughter","Yes","Female",0,"White","Male",23,"White","Daughter","Blunt Object"
"630082","Murder or Manslaughter","Yes","Male",56,"Black","Female",49,"Black","Acquaintance","Handgun"
"630083","Murder or Manslaughter","Yes","Female",29,"White","Male",32,"White","Wife","Firearm"
"630084","Murder or Manslaughter","Yes","Female",0,"White","Male",25,"White","Daughter","Unknown"
"630085","Murder or Manslaughter","Yes","Male",63,"Black","Male",39,"Black","Son","Knife"
"630086","Murder or Manslaughter","Yes","Male",18,"Black","Male",16,"Black","Acquaintance","Blunt Object"
"630087","Murder or Manslaughter","Yes","Male",56,"White","Male",56,"White","Stranger","Handgun"
"630088","Murder or Manslaughter","Yes","Male",2,"Black","Female",32,"Black","Stranger","Knife"
"630089","Murder or Manslaughter","Yes","Male",44,"Black","Male",44,"Black","Acquaintance","Knife"
"630090","Murder or Manslaughter","Yes","Male",23,"Black","Male",17,"Black","Stranger","Handgun"
"630091","Murder or Manslaughter","Yes","Male",37,"Black","Female",34,"Black","Brother","Knife"
"630092","Murder or Manslaughter","Yes","Male",24,"Black","Male",21,"Black","Acquaintance","Handgun"
"630093","Murder or Manslaughter","Yes","Female",2,"Black","Female",24,"Black","Daughter","Blunt Object"
"630094","Murder or Manslaughter","Yes","Female",3,"White","Female",25,"White","Daughter","Handgun"
"630095","Murder or Manslaughter","Yes","Female",27,"Black","Male",29,"Black","Girlfriend","Handgun"
"630096","Murder or Manslaughter","Yes","Female",81,"Black","Male",33,"Black","Family","Knife"
"630097","Murder or Manslaughter","Yes","Male",1,"White","Female",20,"White","Son","Poison"
"630098","Murder or Manslaughter","Yes","Male",0,"White","Male",30,"White","Father","Unknown"
"630099","Murder or Manslaughter","Yes","Female",20,"Black","Male",24,"Black","Girlfriend","Handgun"
"630100","Murder or Manslaughter","Yes","Male",21,"White","Male",0,"Unknown","Unknown","Handgun"
"630101","Murder or Manslaughter","Yes","Male",37,"Black","Male",31,"Black","Acquaintance","Handgun"
"630102","Murder or Manslaughter","Yes","Female",33,"White","Female",0,"Black","Daughter","Firearm"
"630103","Murder or Manslaughter","Yes","Male",25,"Black","Male",25,"Black","Unknown","Firearm"
"630104","Murder or Manslaughter","Yes","Female",28,"Black","Male",21,"Black","Unknown","Firearm"
"630105","Murder or Manslaughter","Yes","Female",26,"Black","Male",23,"White","Stranger","Firearm"
"630106","Manslaughter by Negligence","Yes","Male",15,"Black","Male",17,"Black","Family","Handgun"
"630107","Murder or Manslaughter","Yes","Male",27,"Black","Female",20,"Black","Stranger","Handgun"
"630108","Murder or Manslaughter","Yes","Male",45,"White","Male",64,"White","In-Law","Handgun"
"630109","Murder or Manslaughter","No","Male",47,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630110","Murder or Manslaughter","No","Male",45,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630111","Murder or Manslaughter","Yes","Male",51,"White","Male",27,"White","Stepson","Knife"
"630112","Murder or Manslaughter","Yes","Male",51,"Black","Male",34,"Black","Unknown","Knife"
"630113","Murder or Manslaughter","Yes","Male",27,"Black","Male",22,"Black","Acquaintance","Handgun"
"630114","Murder or Manslaughter","Yes","Male",49,"White","Male",21,"White","Acquaintance","Shotgun"
"630115","Murder or Manslaughter","Yes","Female",27,"White","Male",27,"White","Girlfriend","Drugs"
"630116","Murder or Manslaughter","Yes","Male",21,"Black","Male",19,"Black","Acquaintance","Firearm"
"630117","Murder or Manslaughter","Yes","Female",34,"White","Male",34,"White","Girlfriend","Knife"
"630118","Murder or Manslaughter","Yes","Male",23,"Black","Male",34,"Black","Acquaintance","Firearm"
"630119","Murder or Manslaughter","Yes","Male",63,"White","Male",22,"Black","Stranger","Handgun"
"630120","Murder or Manslaughter","Yes","Male",17,"Black","Male",17,"Black","Acquaintance","Handgun"
"630121","Murder or Manslaughter","No","Male",48,"Black","Unknown",0,"Unknown","Unknown","Gun"
"630122","Murder or Manslaughter","Yes","Male",31,"Black","Male",23,"Black","Acquaintance","Handgun"
"630123","Murder or Manslaughter","No","Male",54,"White","Unknown",0,"Unknown","Unknown","Gun"
"630124","Murder or Manslaughter","Yes","Male",50,"Black","Male",50,"White","Unknown","Rifle"
"630125","Murder or Manslaughter","No","Male",33,"Black","Unknown",0,"Unknown","Unknown","Gun"
"630126","Murder or Manslaughter","No","Male",52,"White","Unknown",0,"Unknown","Unknown","Knife"
"630127","Murder or Manslaughter","Yes","Male",58,"Black","Male",52,"White","Stranger","Fire"
"630128","Murder or Manslaughter","Yes","Male",19,"White","Male",36,"Black","Acquaintance","Handgun"
"630129","Murder or Manslaughter","Yes","Male",35,"Black","Male",26,"White","Acquaintance","Knife"
"630130","Murder or Manslaughter","Yes","Male",32,"Black","Male",23,"Black","Acquaintance","Handgun"
"630131","Murder or Manslaughter","Yes","Male",41,"Black","Male",32,"Black","Acquaintance","Handgun"
"630132","Murder or Manslaughter","Yes","Male",28,"Black","Male",21,"Black","Acquaintance","Handgun"
"630133","Murder or Manslaughter","Yes","Male",5,"Black","Male",16,"Black","Friend","Handgun"
"630134","Murder or Manslaughter","Yes","Male",19,"Black","Male",19,"Black","Unknown","Firearm"
"630135","Murder or Manslaughter","Yes","Female",32,"Black","Male",36,"Black","Wife","Handgun"
"630136","Murder or Manslaughter","Yes","Male",28,"Black","Male",30,"Black","Acquaintance","Shotgun"
"630137","Manslaughter by Negligence","Yes","Female",20,"Black","Male",25,"Black","Girlfriend","Handgun"
"630138","Murder or Manslaughter","Yes","Male",35,"White","Male",17,"White","Sister","Handgun"
"630139","Murder or Manslaughter","Yes","Female",2,"White","Male",17,"White","Sister","Handgun"
"630140","Murder or Manslaughter","Yes","Female",27,"White","Male",34,"White","Acquaintance","Knife"
"630141","Murder or Manslaughter","Yes","Male",20,"White","Male",17,"White","Acquaintance","Knife"
"630142","Murder or Manslaughter","Yes","Male",17,"Black","Male",19,"Black","Acquaintance","Handgun"
"630143","Murder or Manslaughter","Yes","Male",54,"Black","Male",25,"Black","Boyfriend/Girlfriend","Knife"
"630144","Murder or Manslaughter","Yes","Female",38,"Black","Male",17,"Black","Acquaintance","Firearm"
"630145","Murder or Manslaughter","Yes","Male",52,"Black","Female",38,"Black","Acquaintance","Knife"
"630146","Murder or Manslaughter","Yes","Male",16,"Black","Male",24,"Black","Unknown","Handgun"
"630147","Murder or Manslaughter","Yes","Male",55,"White","Male",45,"White","Acquaintance","Handgun"
"630148","Murder or Manslaughter","No","Male",31,"Black","Unknown",0,"Black","Unknown","Handgun"
"630149","Murder or Manslaughter","Yes","Male",62,"Black","Female",63,"Black","Brother","Firearm"
"630150","Murder or Manslaughter","Yes","Male",68,"White","Male",36,"White","Acquaintance","Shotgun"
"630151","Murder or Manslaughter","Yes","Male",22,"White","Male",17,"White","Acquaintance","Firearm"
"630152","Murder or Manslaughter","Yes","Male",29,"White","Male",45,"White","Acquaintance","Shotgun"
"630153","Murder or Manslaughter","Yes","Male",23,"Black","Male",18,"Black","Unknown","Firearm"
"630154","Murder or Manslaughter","No","Male",49,"White","Unknown",0,"Unknown","Unknown","Handgun"
"630155","Murder or Manslaughter","Yes","Female",22,"Black","Male",22,"Black","Husband","Firearm"
"630156","Manslaughter by Negligence","Yes","Male",1,"Black","Male",21,"Black","Son","Fire"
"630157","Manslaughter by Negligence","Yes","Female",2,"Black","Male",21,"Black","Daughter","Fire"
"630158","Murder or Manslaughter","Yes","Male",29,"White","Male",58,"White","Stranger","Handgun"
"630159","Murder or Manslaughter","Yes","Male",32,"White","Male",29,"White","Family","Knife"
"630160","Murder or Manslaughter","Yes","Female",22,"Black","Male",42,"Black","Girlfriend","Blunt Object"
"630161","Manslaughter by Negligence","No","Male",30,"White","Unknown",0,"Unknown","Unknown","Handgun"
"630162","Murder or Manslaughter","Yes","Female",37,"White","Male",42,"White","Common-Law Wife","Rifle"
"630163","Murder or Manslaughter","No","Male",51,"Black","Unknown",0,"Unknown","Unknown","Unknown"
"630164","Murder or Manslaughter","Yes","Male",25,"Black","Male",33,"Black","Acquaintance","Handgun"
"630165","Murder or Manslaughter","Yes","Male",23,"Black","Male",44,"White","Acquaintance","Knife"
"630166","Murder or Manslaughter","Yes","Male",67,"White","Male",31,"White","Acquaintance","Blunt Object"
"630167","Murder or Manslaughter","Yes","Male",27,"Black","Male",38,"Black","Stranger","Handgun"
"630168","Murder or Manslaughter","Yes","Male",23,"Black","Male",23,"Black","Acquaintance","Handgun"
"630169","Murder or Manslaughter","Yes","Male",37,"Black","Male",18,"Black","Acquaintance","Handgun"
"630170","Murder or Manslaughter","Yes","Male",17,"Black","Female",20,"Black","Acquaintance","Firearm"
"630171","Murder or Manslaughter","Yes","Male",23,"Black","Male",23,"Black","Family","Handgun"
"630172","Murder or Manslaughter","Yes","Male",18,"Black","Male",18,"Black","Acquaintance","Handgun"
"630173","Murder or Manslaughter","No","Female",43,"White","Unknown",0,"Unknown","Unknown","Handgun"
"630174","Murder or Manslaughter","Yes","Male",23,"Black","Male",20,"Black","Acquaintance","Firearm"
"630175","Murder or Manslaughter","No","Male",19,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630176","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630177","Murder or Manslaughter","No","Female",19,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630178","Murder or Manslaughter","No","Male",34,"Black","Unknown",0,"Unknown","Unknown","Drowning"
"630179","Murder or Manslaughter","Yes","Male",28,"Black","Male",0,"Unknown","Unknown","Firearm"
"630180","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630181","Murder or Manslaughter","Yes","Female",16,"Black","Male",20,"Black","Unknown","Firearm"
"630182","Murder or Manslaughter","No","Female",25,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630183","Murder or Manslaughter","Yes","Female",24,"Black","Male",22,"Black","Unknown","Handgun"
"630184","Murder or Manslaughter","Yes","Male",52,"White","Male",55,"White","Brother","Handgun"
"630185","Murder or Manslaughter","No","Male",47,"White","Unknown",0,"Unknown","Unknown","Firearm"
"630186","Murder or Manslaughter","No","Male",22,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630187","Murder or Manslaughter","Yes","Male",40,"Black","Male",38,"Black","Acquaintance","Firearm"
"630188","Murder or Manslaughter","No","Male",30,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630189","Murder or Manslaughter","No","Male",28,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630190","Murder or Manslaughter","No","Male",26,"Black","Unknown",0,"Unknown","Unknown","Rifle"
"630191","Murder or Manslaughter","Yes","Male",20,"Black","Male",0,"Black","Unknown","Firearm"
"630192","Murder or Manslaughter","No","Male",29,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630193","Murder or Manslaughter","Yes","Male",21,"Black","Male",0,"Black","Unknown","Handgun"
"630194","Murder or Manslaughter","Yes","Male",29,"Black","Female",37,"Black","Boyfriend","Knife"
"630195","Murder or Manslaughter","Yes","Female",22,"Black","Male",56,"Black","Girlfriend","Handgun"
"630196","Murder or Manslaughter","No","Male",39,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630197","Murder or Manslaughter","No","Male",33,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630198","Murder or Manslaughter","Yes","Male",31,"Black","Male",30,"White","Stranger","Handgun"
"630199","Murder or Manslaughter","No","Male",32,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"630200","Murder or Manslaughter","Yes","Male",21,"Black","Male",22,"Black","Acquaintance","Handgun"
"630201","Murder or Manslaughter","No","Male",21,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"630202","Murder or Manslaughter","No","Male",50,"Black","Unknown",0,"Unknown","Unknown","Firearm"
